DY,MO,HR,solar radiation,module_temp,wind direction,wind speed,power
4,5,11,1006.198,65.378,3.55,3.6,424.506
4,5,12,952.137,65.177,3.59,3.4,403.002
4,5,13,829.327,62.406,3.64,3.4,357.384
4,5,14,591.387,56.657,3.64,3.4,259.115
4,5,15,403.858,51.865,3.64,3.2,181.397
4,5,16,188.978,44.97,3.61,2.2,76.609
4,5,17,22.505,37.411,3.47,1.3,8.238
4,5,18,0.0,35.0,2.29,1.4,0.0
5,5,6,242.355,37.938,1.38,4.1,108.785
5,5,7,467.944,45.188,1.72,4.5,219.217
5,5,8,677.103,51.679,2.25,4.5,306.779
5,5,9,838.194,57.324,2.62,4.2,368.151
5,5,10,936.869,61.709,3.0,3.8,401.818
5,5,11,950.061,63.47,3.33,3.6,403.514
5,5,12,901.108,63.859,3.64,3.3,382.864
5,5,13,781.257,61.889,3.97,3.1,336.561
5,5,14,428.818,53.621,4.3,3.0,188.788
5,5,15,349.279,51.276,4.54,2.8,156.48
5,5,16,175.467,45.764,4.61,2.0,73.849
5,5,17,19.895,39.046,4.47,1.2,7.241
5,5,18,0.0,36.9,3.0,1.1,0.0
6,5,6,237.941,38.169,2.5,6.0,107.283
6,5,7,459.942,44.353,3.14,6.3,215.92
6,5,8,666.985,50.277,3.92,6.1,303.761
6,5,9,827.153,55.111,4.15,5.7,366.665
6,5,10,928.408,58.943,4.27,5.2,402.958
6,5,11,945.833,60.651,4.32,4.9,406.749
6,5,12,891.958,60.73,4.2,4.6,384.14
6,5,13,770.1,58.788,4.09,4.4,336.036
6,5,14,611.905,55.547,4.05,4.2,273.074
6,5,15,394.703,50.644,3.93,3.9,178.382
6,5,16,80.271,42.816,3.7,2.9,35.245
6,5,17,15.156,39.122,3.42,1.9,5.475
6,5,18,0.0,37.4,2.19,2.0,0.0
7,5,6,231.536,39.101,2.2,5.3,106.531
7,5,7,390.77,44.026,2.31,5.8,180.906
7,5,8,626.834,49.971,1.94,5.7,282.112
7,5,9,737.462,53.56,1.94,5.6,324.564
7,5,10,927.041,58.628,2.16,5.3,402.99
7,5,11,780.147,57.317,2.41,5.1,335.922
7,5,12,752.769,57.416,2.52,5.0,324.591
7,5,13,781.234,58.138,2.54,4.8,342.186
7,5,14,596.411,54.52,2.58,4.6,266.617
7,5,15,368.672,49.993,2.8,4.2,166.362
7,5,16,164.956,44.821,3.07,3.2,72.403
7,5,17,21.627,39.368,3.22,2.2,8.025
7,5,18,0.0,37.4,2.32,2.3,0.0
8,5,6,242.29,40.151,2.14,5.1,108.047
8,5,7,464.077,45.934,2.13,5.9,216.53
8,5,8,673.409,51.077,1.98,6.1,305.758
8,5,9,834.887,55.894,2.1,5.6,368.898
8,5,10,936.328,60.19,2.15,4.9,404.202
8,5,11,954.933,62.566,2.2,4.4,407.354
8,5,12,907.312,62.961,2.25,4.0,387.106
8,5,13,786.442,61.272,2.32,3.7,339.704
8,5,14,624.216,57.914,2.39,3.5,275.863
8,5,15,403.258,52.654,2.47,3.2,180.689
8,5,16,180.498,45.992,2.58,2.2,75.055
8,5,17,22.228,39.005,2.71,1.3,8.163
8,5,18,0.0,36.6,2.01,1.3,0.0
9,5,6,241.663,41.384,2.42,1.7,107.733
9,5,7,464.1,50.408,2.52,2.2,212.159
9,5,8,670.389,59.521,2.56,2.1,293.042
9,5,9,830.996,66.481,2.44,2.0,349.921
9,5,10,932.176,70.702,2.28,2.0,383.339
9,5,11,997.43,72.995,2.26,2.1,406.251
9,5,12,947.638,71.426,2.39,2.2,389.716
9,5,13,824.912,68.035,2.7,2.2,346.505
9,5,14,629.745,62.18,3.17,2.2,273.029
9,5,15,408.511,55.625,3.64,2.0,180.669
9,5,16,184.314,48.064,3.85,1.2,75.501
9,5,17,23.84,40.762,3.88,0.4,8.78
9,5,18,0.0,38.6,2.64,0.4,0.0
10,5,6,244.24,43.129,2.94,1.2,107.728
10,5,7,466.759,52.849,2.86,1.7,211.325
10,5,8,672.07,59.761,2.93,2.3,293.551
10,5,9,837.102,64.633,2.67,2.7,355.62
10,5,10,939.133,68.223,2.12,2.8,390.848
10,5,11,988.108,69.904,1.79,2.9,408.103
10,5,12,941.636,69.208,1.67,2.9,391.019
10,5,13,820.975,65.931,1.68,3.0,347.89
10,5,14,642.049,61.271,1.82,3.0,279.736
10,5,15,419.017,55.374,2.08,2.8,185.628
10,5,16,189.884,47.934,2.33,1.9,77.417
10,5,17,26.2,40.155,2.54,1.2,9.808
10,5,18,0.0,37.4,1.94,1.3,0.0
11,5,6,262.346,40.436,4.85,2.4,115.287
11,5,7,497.357,49.812,5.37,2.8,229.156
11,5,8,710.241,57.489,5.49,3.1,314.396
11,5,9,871.892,63.254,5.41,3.2,373.541
11,5,10,971.065,68.107,4.26,2.9,405.057
11,5,11,988.88,70.158,3.38,2.7,408.046
11,5,12,937.476,69.618,3.11,2.6,388.614
11,5,13,814.638,66.836,3.23,2.5,343.789
11,5,14,638.246,61.467,3.39,2.6,278.017
11,5,15,416.097,55.059,3.62,2.5,184.531
11,5,16,187.741,47.797,3.71,1.7,76.37
11,5,17,27.001,40.705,3.58,1.1,10.165
11,5,18,0.0,38.4,2.63,1.1,0.0
12,5,6,199.901,42.465,3.3,1.5,90.97
12,5,7,25.629,39.621,3.39,2.0,10.653
12,5,8,604.083,58.773,3.71,1.7,261.75
12,5,9,157.257,47.234,4.24,1.3,68.024
12,5,10,765.027,70.151,3.58,1.0,311.133
12,5,11,689.621,69.48,2.44,0.8,280.448
12,5,12,261.806,54.526,2.1,0.6,111.411
12,5,13,765.562,74.156,2.65,0.6,311.087
12,5,14,590.196,65.375,3.2,0.8,251.022
12,5,15,383.466,55.722,3.6,1.1,168.952
12,5,16,173.839,46.935,3.72,1.1,74.61
12,5,17,16.106,39.566,3.45,0.9,5.856
12,5,18,0.0,37.5,2.16,1.1,0.0
13,5,6,239.115,40.513,3.08,2.4,109.291
13,5,7,441.55,49.775,3.56,1.8,200.36
13,5,8,607.095,61.232,3.4,0.8,260.181
13,5,9,767.892,73.072,3.23,0.3,308.028
13,5,10,771.353,72.371,3.04,0.5,309.226
13,5,11,772.608,71.41,3.13,0.7,310.836
13,5,12,784.259,71.176,3.31,0.8,316.618
13,5,13,681.918,67.165,3.37,0.8,283.03
13,5,14,553.902,63.038,3.25,0.6,235.879
13,5,15,347.701,53.108,2.92,0.9,154.333
13,5,16,158.223,44.031,2.58,1.7,70.018
13,5,17,19.951,37.978,2.01,2.7,7.462
13,5,18,0.0,36.0,0.76,4.0,0.0
14,5,6,16.106,32.521,1.74,2.4,6.873
14,5,7,378.933,46.317,1.52,1.6,173.384
14,5,8,608.68,58.902,0.16,0.9,263.577
14,5,9,767.448,66.336,2.94,0.9,317.638
14,5,10,770.961,66.46,4.24,1.1,317.667
14,5,11,772.234,66.251,4.94,1.3,318.191
14,5,12,745.894,64.837,5.28,1.5,311.069
14,5,13,586.815,59.213,5.48,1.7,251.399
14,5,14,231.667,48.382,5.77,1.6,102.249
14,5,15,381.048,53.115,6.21,1.3,169.618
14,5,16,10.413,39.8,6.53,0.7,4.176
14,5,17,3.78,38.153,6.41,0.4,1.286
14,5,18,0.0,36.6,4.28,0.7,0.0
15,5,6,224.66,38.119,0.95,2.0,104.041
15,5,7,452.157,47.099,1.88,2.1,207.818
15,5,8,644.801,52.578,2.56,2.8,286.158
15,5,9,849.704,58.797,3.34,3.0,371.198
15,5,10,947.465,63.237,4.09,2.8,404.049
15,5,11,771.867,60.795,4.63,2.5,325.952
15,5,12,769.663,62.39,5.05,2.2,323.311
15,5,13,765.192,62.499,5.43,2.2,322.864
15,5,14,523.505,55.576,5.94,2.3,229.95
15,5,15,285.484,48.833,6.65,2.2,128.251
15,5,16,158.256,44.746,7.12,1.5,69.865
15,5,17,27.034,39.136,6.95,0.6,10.355
15,5,18,0.0,36.8,4.91,0.4,0.0
16,5,6,240.894,38.426,1.5,2.7,111.121
16,5,7,442.499,48.077,1.44,2.0,202.254
16,5,8,663.982,61.763,1.33,1.0,287.256
16,5,9,766.586,68.205,1.43,0.9,314.557
16,5,10,782.455,66.938,1.68,1.4,323.274
16,5,11,771.507,67.448,2.2,1.4,316.145
16,5,12,769.278,67.339,2.82,1.5,315.97
16,5,13,764.739,66.706,3.42,1.6,316.572
16,5,14,567.552,60.369,3.91,1.6,244.707
16,5,15,269.36,50.941,4.33,1.4,119.61
16,5,16,176.637,46.971,4.69,1.0,75.334
16,5,17,23.389,39.65,4.87,0.8,8.914
16,5,18,0.0,37.0,3.43,1.1,0.0
17,5,6,238.94,43.666,3.2,0.6,107.774
17,5,7,462.895,56.989,2.81,0.5,205.636
17,5,8,611.066,63.677,3.63,0.8,258.919
17,5,9,801.336,71.153,4.51,1.0,329.664
17,5,10,893.242,74.044,4.23,1.2,361.172
17,5,11,912.872,74.084,3.91,1.4,368.601
17,5,12,867.798,72.329,3.6,1.5,353.929
17,5,13,657.363,65.259,3.28,1.6,274.863
17,5,14,307.036,54.084,2.97,1.6,133.355
17,5,15,246.146,51.518,2.87,1.5,108.636
17,5,16,178.25,48.43,3.03,1.0,75.661
17,5,17,23.338,41.394,3.24,0.6,8.731
17,5,18,0.0,39.5,2.43,0.5,0.0
18,5,6,236.987,42.508,1.79,1.5,107.458
18,5,7,370.856,48.465,2.4,2.4,167.928
18,5,8,678.215,57.24,3.29,3.1,299.76
18,5,9,840.108,62.424,4.19,3.2,360.657
18,5,10,936.546,66.601,4.75,3.0,392.896
18,5,11,970.179,68.187,4.97,3.0,403.858
18,5,12,923.944,67.156,4.9,3.1,387.18
18,5,13,805.124,63.567,4.68,3.4,344.624
18,5,14,629.099,58.708,4.51,3.7,276.958
18,5,15,410.248,52.955,4.63,3.9,183.274
18,5,16,189.92,46.811,4.89,2.8,78.562
18,5,17,28.574,39.974,4.95,1.5,10.956
18,5,18,0.0,37.6,3.39,1.2,0.0
19,5,6,238.034,38.711,1.67,4.7,108.495
19,5,7,444.648,45.313,1.38,5.0,206.861
19,5,8,643.369,52.334,1.62,4.5,289.427
19,5,9,803.879,59.272,2.18,3.8,349.143
19,5,10,904.096,64.842,2.37,3.2,381.689
19,5,11,942.293,68.292,2.48,2.8,391.556
19,5,12,901.275,69.013,2.75,2.5,374.08
19,5,13,790.5,66.688,3.17,2.4,333.29
19,5,14,618.298,61.355,3.63,2.6,268.734
19,5,15,407.02,54.708,3.76,2.9,180.345
19,5,16,188.753,47.613,3.73,2.3,77.912
19,5,17,28.613,40.457,3.51,1.6,11.005
19,5,18,0.0,37.4,2.15,1.8,0.0
20,5,6,237.435,40.22,2.34,2.6,106.828
20,5,7,448.736,48.902,3.04,2.6,205.792
20,5,8,645.793,59.063,3.38,1.8,282.338
20,5,9,800.253,71.154,3.18,0.9,329.433
20,5,10,894.639,80.979,2.71,0.4,350.109
20,5,11,921.887,85.545,2.39,0.2,352.431
20,5,12,879.606,83.092,2.29,0.3,341.007
20,5,13,765.554,75.561,2.35,0.6,309.186
20,5,14,599.353,66.293,2.47,1.0,254.33
20,5,15,390.894,57.349,2.69,1.2,170.898
20,5,16,179.503,49.017,2.9,0.9,75.149
20,5,17,25.075,41.793,2.96,0.5,9.556
20,5,18,0.0,39.8,2.02,0.5,0.0
21,5,6,233.996,41.57,3.48,2.3,104.737
21,5,7,441.616,51.007,3.31,1.9,199.22
21,5,8,599.278,60.318,3.39,1.3,257.754
21,5,9,794.038,72.095,3.64,0.8,325.342
21,5,10,888.069,77.058,2.95,0.8,354.139
21,5,11,769.826,71.513,2.3,1.1,309.541
21,5,12,866.257,73.511,1.84,1.4,351.624
21,5,13,728.94,67.64,1.52,1.7,300.559
21,5,14,573.312,61.202,1.33,2.1,246.14
21,5,15,373.252,54.61,1.24,2.2,164.807
21,5,16,180.517,48.58,1.13,1.5,75.669
21,5,17,27.144,42.246,1.15,0.6,10.412
21,5,18,0.0,40.1,1.11,0.5,0.0
22,5,6,207.721,40.884,4.03,3.1,95.189
22,5,7,397.914,49.281,4.27,2.5,179.999
22,5,8,606.453,58.74,5.0,2.0,262.693
22,5,9,761.351,63.317,6.17,2.4,319.422
22,5,10,768.117,63.069,6.14,2.9,321.376
22,5,11,769.513,63.295,5.97,3.1,321.327
22,5,12,875.669,65.8,5.76,3.2,368.237
22,5,13,761.258,63.232,5.53,3.2,325.256
22,5,14,567.719,58.901,5.27,3.0,247.859
22,5,15,372.586,54.164,5.24,2.6,164.817
22,5,16,176.544,48.25,5.28,1.7,75.459
22,5,17,24.238,41.617,5.05,1.1,9.203
22,5,18,0.0,39.1,3.16,1.4,0.0
23,5,6,237.968,41.867,5.07,1.8,108.197
23,5,7,440.092,52.303,5.35,1.5,197.334
23,5,8,629.22,60.311,6.28,1.7,270.189
23,5,9,815.442,65.988,6.9,2.1,344.15
23,5,10,913.365,69.104,6.43,2.3,378.483
23,5,11,942.65,69.958,5.78,2.5,388.735
23,5,12,901.132,68.593,5.17,2.7,374.716
23,5,13,787.312,65.248,4.72,2.9,334.044
23,5,14,610.512,60.766,4.47,2.9,265.741
23,5,15,401.492,55.414,4.34,2.7,177.152
23,5,16,189.959,48.879,4.27,1.8,78.639
23,5,17,30.908,42.197,4.05,0.9,11.916
23,5,18,0.0,40.1,2.45,0.6,0.0
24,5,6,248.464,39.611,4.67,3.8,113.787
24,5,7,437.842,47.216,4.94,3.4,200.564
24,5,8,628.766,56.065,5.95,2.7,275.109
24,5,9,758.396,62.641,6.87,2.4,319.173
24,5,10,767.49,64.037,7.07,2.6,319.714
24,5,11,913.68,67.813,6.93,2.9,380.095
24,5,12,871.902,66.516,6.56,3.2,365.546
24,5,13,759.143,63.91,6.11,3.3,323.458
24,5,14,600.139,60.099,5.7,3.3,261.811
24,5,15,390.564,55.154,5.2,3.0,172.224
24,5,16,185.825,49.154,4.79,2.0,77.339
24,5,17,30.633,42.435,4.43,1.1,11.844
24,5,18,0.0,40.0,2.59,1.1,0.0
25,5,6,222.316,39.244,4.88,4.7,102.461
25,5,7,409.513,45.867,5.07,4.4,188.172
25,5,8,582.607,52.45,5.63,4.0,259.061
25,5,9,727.872,57.735,5.95,3.9,314.359
25,5,10,789.417,60.194,6.05,4.1,334.809
25,5,11,891.816,62.79,6.23,4.3,379.113
25,5,12,766.25,60.442,6.24,4.6,324.645
25,5,13,695.003,59.041,5.97,4.8,299.035
25,5,14,504.099,55.444,5.45,4.8,221.144
25,5,15,337.671,51.835,4.99,4.6,150.416
25,5,16,124.148,46.404,4.85,3.7,54.565
25,5,17,28.01,41.867,4.75,2.8,10.855
25,5,18,0.0,39.4,2.95,3.4,0.0
26,5,6,225.737,39.536,3.08,3.4,103.019
26,5,7,419.188,46.105,3.19,3.2,192.594
26,5,8,585.698,52.719,2.33,2.9,260.248
26,5,9,718.213,58.335,2.1,2.7,309.541
26,5,10,812.225,62.202,2.58,2.7,341.664
26,5,11,786.35,62.658,3.04,2.7,329.504
26,5,12,812.933,64.548,3.46,2.6,342.483
26,5,13,648.327,61.009,3.84,2.5,276.191
26,5,14,546.255,58.263,4.2,2.5,238.269
26,5,15,26.568,44.019,4.56,2.2,10.855
26,5,16,12.309,41.355,4.95,1.9,4.941
26,5,17,4.726,38.423,5.16,2.3,1.667
26,5,18,0.0,0.0,3.86,3.4,0.0
27,5,6,212.766,37.54,2.98,2.6,98.832
27,5,7,393.549,43.568,3.41,2.5,182.308
27,5,8,608.422,49.26,4.19,2.9,274.541
27,5,9,762.977,52.248,4.96,3.5,340.647
27,5,10,853.727,53.713,4.91,3.9,377.449
27,5,11,768.075,51.868,4.81,4.1,337.16
27,5,12,765.688,51.928,4.72,4.1,336.622
27,5,13,664.372,49.575,4.61,4.1,297.667
27,5,14,264.927,40.997,4.53,4.0,121.265
27,5,15,25.619,34.837,4.5,3.7,10.954
27,5,16,11.362,32.863,4.33,3.1,4.757
27,5,17,4.726,31.117,3.91,2.6,1.749
27,5,18,0.0,0.0,2.3,2.1,0.0
28,5,6,235.329,38.021,2.33,1.5,106.876
28,5,7,438.766,46.879,1.89,1.6,202.539
28,5,8,629.519,53.881,0.23,1.8,281.262
28,5,9,778.54,58.993,1.26,2.0,338.394
28,5,10,868.513,62.8,1.71,2.0,369.819
28,5,11,909.331,65.379,1.97,1.9,382.825
28,5,12,865.934,65.169,2.28,1.8,365.573
28,5,13,756.353,63.16,2.65,1.6,323.606
28,5,14,587.307,59.093,2.99,1.3,257.164
28,5,15,385.915,53.566,3.2,0.8,171.397
28,5,16,182.357,45.182,3.18,0.5,77.962
28,5,17,29.94,36.924,2.92,0.7,11.964
28,5,18,0.0,0.0,1.9,1.2,0.0
29,5,6,202.406,35.537,3.12,4.4,94.877
29,5,7,380.227,41.012,2.89,4.5,177.79
29,5,8,547.185,46.433,2.24,4.2,249.172
29,5,9,648.474,50.819,1.57,3.8,288.135
29,5,10,802.953,55.666,1.44,3.6,347.522
29,5,11,891.332,58.408,1.56,3.6,386.27
29,5,12,765.167,56.066,1.81,3.6,330.459
29,5,13,669.27,53.979,2.05,3.6,294.372
29,5,14,518.599,50.582,2.29,3.5,232.571
29,5,15,275.653,44.96,2.34,3.0,125.669
29,5,16,10.415,36.767,2.24,2.5,4.247
29,5,17,4.726,34.217,2.1,2.6,1.73
29,5,18,0.0,0.0,1.53,3.2,0.0
30,5,6,235.81,35.301,3.03,2.8,110.196
30,5,7,453.768,41.762,2.9,3.0,214.681
30,5,8,614.106,46.909,2.87,3.1,279.711
30,5,9,734.114,51.35,2.74,3.2,325.591
30,5,10,651.61,51.035,2.75,3.3,287.782
30,5,11,705.102,53.471,2.81,3.4,308.193
30,5,12,740.803,55.113,2.96,3.5,322.597
30,5,13,597.483,52.076,3.21,3.8,264.133
30,5,14,588.074,51.398,3.37,4.1,263.118
30,5,15,225.805,43.402,3.33,4.2,102.901
30,5,16,21.791,37.245,3.16,3.9,9.244
30,5,17,7.566,34.149,2.9,4.0,2.859
30,5,18,0.0,0.0,2.01,4.6,0.0
31,5,6,123.031,33.662,2.85,1.5,57.403
31,5,7,366.19,43.039,4.32,1.4,169.527
31,5,8,618.723,52.479,5.04,1.4,275.1
31,5,9,748.651,58.524,4.06,1.3,321.196
31,5,10,810.612,62.457,3.22,1.2,340.611
31,5,11,767.081,63.284,2.83,1.0,320.317
31,5,12,632.282,60.913,2.73,0.7,267.546
31,5,13,664.515,63.104,2.68,0.6,280.632
31,5,14,396.345,52.006,2.61,0.7,175.087
31,5,15,275.525,46.133,2.48,1.0,124.949
31,5,16,185.591,41.457,2.31,1.0,80.123
31,5,17,31.871,34.309,1.79,1.0,13.072
31,5,18,0.0,0.0,0.9,1.2,0.0
1,6,6,242.633,42.837,3.55,2.4,105.686
1,6,7,425.882,48.125,4.17,3.5,195.531
1,6,8,625.509,53.417,4.87,3.8,280.183
1,6,9,763.282,57.762,4.36,3.7,332.983
1,6,10,865.921,61.348,4.15,3.5,370.135
1,6,11,880.164,63.32,4.38,3.1,373.544
1,6,12,794.608,62.894,4.87,2.6,337.568
1,6,13,720.375,61.699,5.4,2.3,309.419
1,6,14,521.303,56.39,5.85,2.1,229.576
1,6,15,267.377,48.989,5.78,1.9,119.636
1,6,16,12.31,40.487,5.2,1.5,4.965
1,6,17,4.726,38.557,4.45,1.2,1.701
1,6,18,0.0,0.0,2.67,1.5,0.0
2,6,6,236.047,39.49,2.21,3.1,105.978
2,6,7,434.234,45.352,2.22,3.4,201.634
2,6,8,626.181,50.945,2.41,3.4,283.364
2,6,9,771.681,55.577,2.82,3.3,340.245
2,6,10,851.351,58.536,3.11,3.2,368.892
2,6,11,856.583,58.635,3.36,3.3,370.354
2,6,12,828.215,56.969,3.6,3.6,361.353
2,6,13,735.207,53.837,3.81,3.9,327.14
2,6,14,571.854,49.253,4.0,4.2,260.969
2,6,15,385.743,44.319,3.9,4.5,178.293
2,6,16,183.3,38.838,3.66,4.6,80.444
2,6,17,35.627,34.357,3.33,4.5,14.771
2,6,18,0.0,0.0,2.17,4.5,0.0
3,6,6,236.929,37.929,2.92,4.1,106.025
3,6,7,422.773,43.927,2.84,4.5,197.5
3,6,8,634.475,50.5,3.11,4.3,287.987
3,6,9,779.618,55.93,3.24,3.9,343.066
3,6,10,859.924,59.636,2.98,3.6,370.365
3,6,11,869.087,61.307,2.71,3.4,371.199
3,6,12,832.234,60.918,2.66,3.4,357.322
3,6,13,721.55,58.267,2.8,3.5,314.717
3,6,14,595.43,55.282,3.08,3.5,265.375
3,6,15,389.681,50.537,3.36,3.2,175.423
3,6,16,192.761,44.938,3.59,2.4,81.409
3,6,17,37.819,38.896,3.63,1.8,15.413
3,6,18,0.0,0.0,2.75,2.2,0.0
4,6,6,177.948,37.985,2.46,5.3,80.196
4,6,7,432.552,44.246,2.67,6.0,201.537
4,6,8,618.184,48.711,2.16,6.5,282.023
4,6,9,764.963,52.775,1.95,6.4,341.217
4,6,10,852.683,56.179,1.93,5.9,372.905
4,6,11,853.376,57.986,2.06,5.4,369.655
4,6,12,747.866,57.694,2.26,4.8,324.348
4,6,13,731.029,58.531,2.42,4.3,318.643
4,6,14,554.238,55.746,2.58,3.8,245.44
4,6,15,386.116,52.355,2.59,3.2,172.344
4,6,16,190.266,46.999,2.49,2.1,81.517
4,6,17,35.568,40.753,2.41,1.3,14.349
4,6,18,0.0,0.0,2.07,1.5,0.0
5,6,6,222.853,40.898,1.56,4.4,100.079
5,6,7,362.655,46.313,0.78,4.7,166.286
5,6,8,489.807,50.806,0.81,4.7,219.486
5,6,9,757.016,58.023,1.38,4.3,330.2
5,6,10,799.967,60.958,1.69,3.8,342.377
5,6,11,820.085,63.414,1.89,3.3,346.535
5,6,12,822.951,65.394,2.06,2.8,346.153
5,6,13,723.407,64.221,2.16,2.4,307.254
5,6,14,382.948,55.266,2.18,2.2,168.292
5,6,15,384.058,54.709,2.11,2.1,169.602
5,6,16,186.235,47.852,1.95,1.6,79.546
5,6,17,34.88,40.659,1.74,1.2,14.092
5,6,18,0.0,0.0,1.24,1.4,0.0
6,6,6,223.609,39.597,1.46,2.6,102.12
6,6,7,414.282,46.707,1.07,2.5,190.174
6,6,8,578.856,53.959,1.01,2.1,256.92
6,6,9,709.839,57.936,1.23,2.4,308.08
6,6,10,787.971,58.675,1.4,3.0,339.453
6,6,11,817.116,58.068,1.64,3.5,352.339
6,6,12,785.858,56.792,1.94,3.7,341.196
6,6,13,683.323,54.487,2.3,3.6,300.67
6,6,14,531.078,50.656,2.72,3.5,238.512
6,6,15,348.038,45.841,3.04,3.4,159.182
6,6,16,76.491,38.557,3.22,3.5,34.262
6,6,17,14.202,35.908,3.35,3.4,5.605
6,6,18,0.0,0.0,2.7,3.4,0.0
7,6,6,209.289,37.059,1.88,2.2,97.249
7,6,7,404.514,43.348,2.03,2.3,187.948
7,6,8,582.093,50.206,2.11,1.9,262.302
7,6,9,691.756,56.203,1.79,1.4,302.376
7,6,10,797.969,63.388,1.41,0.9,336.877
7,6,11,830.546,65.654,1.7,0.8,346.631
7,6,12,792.604,64.462,2.41,0.8,333.122
7,6,13,689.971,59.486,3.25,1.0,297.419
7,6,14,532.709,53.317,3.85,1.1,236.61
7,6,15,351.664,46.422,4.08,1.2,160.489
7,6,16,62.064,36.141,3.99,1.1,27.759
7,6,17,8.513,33.297,3.77,1.0,3.315
7,6,18,0.0,0.0,2.75,1.0,0.0
8,6,6,167.59,36.075,2.33,1.1,78.04
8,6,7,395.234,45.215,2.56,1.1,181.88
8,6,8,565.907,52.75,2.75,1.1,251.801
8,6,9,716.237,60.657,2.56,0.9,306.754
8,6,10,805.848,66.569,2.3,0.7,335.359
8,6,11,751.052,65.977,2.2,0.6,312.82
8,6,12,758.744,67.469,2.36,0.5,314.936
8,6,13,652.358,63.109,2.75,0.5,276.915
8,6,14,411.588,52.649,3.27,0.6,182.273
8,6,15,294.834,46.415,3.5,1.0,133.866
8,6,16,51.006,37.111,3.45,1.2,22.187
8,6,17,13.254,34.941,3.27,1.2,5.255
8,6,18,0.0,0.0,2.26,1.1,0.0
9,6,6,224.671,40.7,4.4,1.1,101.612
9,6,7,420.804,49.97,3.95,0.9,190.877
9,6,8,604.823,56.142,4.18,1.3,267.088
9,6,9,681.941,57.248,4.74,1.9,297.234
9,6,10,762.392,59.455,5.32,2.2,327.859
9,6,11,789.729,60.289,5.74,2.4,338.014
9,6,12,771.653,60.718,6.02,2.3,330.55
9,6,13,718.385,59.814,6.2,2.2,310.988
9,6,14,563.954,55.269,6.26,2.2,250.155
9,6,15,342.55,48.3,6.01,2.3,155.054
9,6,16,17.05,38.446,5.62,2.4,7.086
9,6,17,4.726,36.52,5.23,2.5,1.75
9,6,18,0.0,0.0,3.62,3.0,0.0
10,6,6,227.747,39.482,0.88,1.7,102.815
10,6,7,415.908,49.213,1.21,1.0,189.411
10,6,8,575.324,57.393,2.07,0.8,252.35
10,6,9,685.527,60.942,3.0,1.1,294.001
10,6,10,751.228,62.95,3.57,1.3,317.95
10,6,11,787.365,66.101,3.62,1.1,328.418
10,6,12,761.607,66.297,3.45,1.0,318.072
10,6,13,485.531,55.645,3.46,1.2,210.874
10,6,14,379.717,49.692,3.57,1.9,169.653
10,6,15,122.153,40.561,3.43,2.8,54.911
10,6,16,87.798,37.966,3.32,3.6,39.164
10,6,17,32.017,34.927,3.38,4.1,13.363
10,6,18,0.0,0.0,2.34,4.3,0.0
11,6,6,224.83,35.936,1.08,3.5,103.875
11,6,7,298.206,39.148,1.42,3.4,139.777
11,6,8,337.837,41.64,3.17,3.2,155.787
11,6,9,613.493,49.08,4.9,3.1,275.835
11,6,10,697.542,51.762,5.79,3.0,309.214
11,6,11,784.275,54.407,6.32,2.9,344.483
11,6,12,751.279,53.943,6.7,2.8,331.208
11,6,13,532.753,48.59,6.94,2.7,239.327
11,6,14,354.914,43.735,7.0,2.7,162.272
11,6,15,26.571,34.956,6.69,2.7,11.365
11,6,16,12.311,33.805,6.22,2.7,5.149
11,6,17,4.726,32.614,5.72,2.8,1.796
11,6,18,0.0,0.0,4.09,3.2,0.0
12,6,6,146.851,33.885,4.43,4.4,68.635
12,6,7,327.221,38.807,5.41,4.4,154.11
12,6,8,512.04,44.006,6.56,4.1,236.545
12,6,9,642.225,48.618,6.27,3.6,289.806
12,6,10,702.543,51.646,5.7,3.2,311.693
12,6,11,762.866,54.188,5.49,3.0,334.989
12,6,12,589.551,50.207,5.55,3.1,262.042
12,6,13,575.569,49.388,5.5,3.3,258.386
12,6,14,529.79,47.295,5.13,3.7,242.289
12,6,15,327.125,41.861,4.58,4.0,151.95
12,6,16,80.593,35.216,4.19,4.0,36.45
12,6,17,26.367,32.332,3.93,3.9,11.063
12,6,18,0.0,0.0,2.73,3.9,0.0
13,6,6,154.357,32.649,4.03,4.1,72.404
13,6,7,275.819,36.629,5.78,4.4,130.153
13,6,8,568.326,44.324,6.75,4.1,263.23
13,6,9,590.029,47.104,6.33,3.6,267.2
13,6,10,718.163,52.171,5.82,3.1,318.206
13,6,11,504.111,48.441,5.52,2.8,224.431
13,6,12,335.511,44.623,5.45,2.7,150.284
13,6,13,656.856,51.81,5.53,2.9,293.355
13,6,14,550.773,48.078,5.6,3.2,251.488
13,6,15,275.638,40.566,5.39,3.6,128.037
13,6,16,32.235,34.188,5.09,3.6,14.178
13,6,17,7.566,32.165,4.91,3.4,2.969
13,6,18,0.0,0.0,4.43,3.4,0.0
14,6,6,147.897,33.84,6.67,3.6,68.487
14,6,7,216.777,37.584,7.84,3.5,101.008
14,6,8,432.0,44.968,7.93,2.9,197.432
14,6,9,719.057,56.008,7.6,2.1,315.95
14,6,10,801.325,63.001,6.94,1.4,339.921
14,6,11,771.347,66.771,6.12,0.8,320.672
14,6,12,571.817,62.501,5.74,0.4,241.141
14,6,13,655.979,65.464,5.94,0.5,275.832
14,6,14,553.502,60.461,6.42,0.6,240.027
